id,source,images,attributes,game,set,functional_name,item_name
cd9a5a63-6730-43fb-a99b-d984e7c9be73,third-party-document,"[""on-the-edge_limited-edition_jagannath-adhi""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Jagannath Adhi"", ""item_name"": ""Jagannath Adhi"", ""name_printed"": ""Jagannath Adhi"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""11"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,Jagannath Adhi,Jagannath Adhi
164bc8ff-1354-4ba8-bc1d-63ad5eb84653,third-party-document,"[""on-the-edge_limited-edition_al-amarjan-friends""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Al Amarjan Friends"", ""item_name"": ""Al Amarjan Friends"", ""name_printed"": ""Al Amarjan Friends"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""12"", ""artist_name_provided"": ""Nephew""}",On the Edge,Limited Edition,Al Amarjan Friends,Al Amarjan Friends
c8681df8-5a54-40f0-9054-6ffae99af5d4,third-party-document,"[""on-the-edge_limited-edition_dalal-allar""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Dalal Allar"", ""item_name"": ""Dalal Allar"", ""name_printed"": ""Dalal Allar"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""13"", ""artist_name_provided"": ""O'Connor""}",On the Edge,Limited Edition,Dalal Allar,Dalal Allar
436e3a1d-220a-4b89-9920-1f6fa3889976,third-party-document,"[""on-the-edge_limited-edition_sunshine-allarha""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Sunshine Allarha"", ""item_name"": ""Sunshine Allarha"", ""name_printed"": ""Sunshine Allarha"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""14"", ""artist_name_provided"": ""Kirkbride""}",On the Edge,Limited Edition,Sunshine Allarha,Sunshine Allarha
0a5e6987-2940-42e1-9ce5-55a5770b5fd5,third-party-document,"[""on-the-edge_limited-edition_mattias-allemande""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mattias Allemande"", ""item_name"": ""Mattias Allemande"", ""name_printed"": ""Mattias Allemande"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""15"", ""artist_name_provided"": ""O'Connor""}",On the Edge,Limited Edition,Mattias Allemande,Mattias Allemande
2f4a6022-9bda-4fcf-9c87-bc1da2926ccc,third-party-document,"[""on-the-edge_limited-edition_ghadir-allemi""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Ghadir Allemi"", ""item_name"": ""Ghadir Allemi"", ""name_printed"": ""Ghadir Allemi"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""16"", ""artist_name_provided"": ""Shuler""}",On the Edge,Limited Edition,Ghadir Allemi,Ghadir Allemi
ec597ace-aebf-467f-89b6-3031f34893e8,third-party-document,"[""on-the-edge_limited-edition_fahd-amaq""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Fahd Amaq"", ""item_name"": ""Fahd Amaq"", ""name_printed"": ""Fahd Amaq"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""17"", ""artist_name_provided"": ""Olson""}",On the Edge,Limited Edition,Fahd Amaq,Fahd Amaq
cdfa66e3-b5ef-4082-ab23-31a57e4e86ac,third-party-document,"[""on-the-edge_limited-edition_amok""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Amok"", ""item_name"": ""Amok"", ""name_printed"": ""Amok"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""18"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Amok,Amok
d7f07d72-79d6-4c92-9d04-2c12f5ef24f3,third-party-document,"[""on-the-edge_limited-edition_anti-matter-grenade""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Anti-Matter Grenade"", ""item_name"": ""Anti-Matter Grenade"", ""name_printed"": ""Anti-Matter Grenade"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""19"", ""artist_name_provided"": ""Marshall""}",On the Edge,Limited Edition,Anti-Matter Grenade,Anti-Matter Grenade
40105932-fa72-4f91-92a8-a21feb576161,third-party-document,"[""on-the-edge_limited-edition_aries-ambush""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Aries Ambush"", ""item_name"": ""Aries Ambush"", ""name_printed"": ""Aries Ambush"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""20"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Aries Ambush,Aries Ambush
a0a44d3d-d170-4b63-af5e-be64ca5ef06f,third-party-document,"[""on-the-edge_limited-edition_armada""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Armada"", ""item_name"": ""Armada"", ""name_printed"": ""Armada"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""21"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Armada,Armada
460c5aff-58c1-47f5-beb2-9dc462b7d1e4,third-party-document,"[""on-the-edge_limited-edition_dev-ashana""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Dev Ashana"", ""item_name"": ""Dev Ashana"", ""name_printed"": ""Dev Ashana"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""22"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Dev Ashana,Dev Ashana
7f1b8d0a-9a52-4104-aaac-33f512d668a6,third-party-document,"[""on-the-edge_limited-edition_astral-doorway""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Doorway"", ""item_name"": ""Astral Doorway"", ""name_printed"": ""Astral Doorway"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""23"", ""artist_name_provided"": ""Ferguson""}",On the Edge,Limited Edition,Astral Doorway,Astral Doorway
57fc490d-f2e4-46f7-88f8-c3e39c95c483,third-party-document,"[""on-the-edge_limited-edition_astral-flux""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Flux"", ""item_name"": ""Astral Flux"", ""name_printed"": ""Astral Flux"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""24"", ""artist_name_provided"": ""Marshall""}",On the Edge,Limited Edition,Astral Flux,Astral Flux
f04b8af2-270e-4189-a472-ea13eba66a9f,third-party-document,"[""on-the-edge_limited-edition_astral-interference""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Interference"", ""item_name"": ""Astral Interference"", ""name_printed"": ""Astral Interference"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""25"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Astral Interference,Astral Interference
8c0628d4-b73f-4c03-9cf8-7fb6178f7439,third-party-document,"[""on-the-edge_limited-edition_astral-mimicry""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Mimicry"", ""item_name"": ""Astral Mimicry"", ""name_printed"": ""Astral Mimicry"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""26"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Astral Mimicry,Astral Mimicry
69363328-e314-49d3-b209-47686cd5fc8d,third-party-document,"[""on-the-edge_limited-edition_astral-negatrons""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Negatrons"", ""item_name"": ""Astral Negatrons"", ""name_printed"": ""Astral Negatrons"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""27"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Astral Negatrons,Astral Negatrons
5c0ddab7-d817-4bd7-b30b-d5a53e963c1b,third-party-document,"[""on-the-edge_limited-edition_astral-wisdom""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Astral Wisdom"", ""item_name"": ""Astral Wisdom"", ""name_printed"": ""Astral Wisdom"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""28"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Astral Wisdom,Astral Wisdom
dd1beac9-0c07-4f90-800a-85c9e3229864,third-party-document,"[""on-the-edge_limited-edition_atavism--ninja""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Atavism: Ninja"", ""item_name"": ""Atavism: Ninja"", ""name_printed"": ""Atavism: Ninja"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""29"", ""artist_name_provided"": ""Slark""}",On the Edge,Limited Edition,Atavism: Ninja,Atavism: Ninja
7dc0813c-ebca-406f-91ea-c71f898c1276,third-party-document,"[""on-the-edge_limited-edition_aura-of-evil""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Aura of Evil"", ""item_name"": ""Aura of Evil"", ""name_printed"": ""Aura of Evil"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""30"", ""artist_name_provided"": ""Dannheiser""}",On the Edge,Limited Edition,Aura of Evil,Aura of Evil
2d7a6736-6b39-4bf2-93b3-98f9e66db85f,third-party-document,"[""on-the-edge_limited-edition_bad-luck""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bad Luck"", ""item_name"": ""Bad Luck"", ""name_printed"": ""Bad Luck"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""31"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Bad Luck,Bad Luck
f0e0cf74-aff1-43fb-9d64-e79a07c5adcf,third-party-document,"[""on-the-edge_limited-edition_battle-bike""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Battle Bike"", ""item_name"": ""Battle Bike"", ""name_printed"": ""Battle Bike"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""32"", ""artist_name_provided"": ""Raupp""}",On the Edge,Limited Edition,Battle Bike,Battle Bike
6a002816-630f-4c66-bee6-5fb5a1fc9f03,third-party-document,"[""on-the-edge_limited-edition_beginner's-luck""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Beginner's Luck"", ""item_name"": ""Beginner's Luck"", ""name_printed"": ""Beginner's Luck"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""33"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,Beginner's Luck,Beginner's Luck
232739d0-5b61-43f2-9094-ae67194eca8a,third-party-document,"[""on-the-edge_limited-edition_julio-beitleiro""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Julio Beitleiro"", ""item_name"": ""Julio Beitleiro"", ""name_printed"": ""Julio Beitleiro"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""34"", ""artist_name_provided"": ""Snyder""}",On the Edge,Limited Edition,Julio Beitleiro,Julio Beitleiro
9e96033b-0513-487e-95fd-14fcddd4574d,third-party-document,"[""on-the-edge_limited-edition_bellow""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bellow"", ""item_name"": ""Bellow"", ""name_printed"": ""Bellow"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""35"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Bellow,Bellow
c4c19676-70d4-4d2b-8060-7078e5be3598,third-party-document,"[""on-the-edge_limited-edition_bestial-rampage""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bestial Rampage"", ""item_name"": ""Bestial Rampage"", ""name_printed"": ""Bestial Rampage"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""36"", ""artist_name_provided"": ""Kirkbride""}",On the Edge,Limited Edition,Bestial Rampage,Bestial Rampage
66a48190-502e-4c87-aa95-dd446c17926b,third-party-document,"[""on-the-edge_limited-edition_betelguesan""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Betelguesan"", ""item_name"": ""Betelguesan"", ""name_printed"": ""Betelguesan"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""37"", ""artist_name_provided"": ""Shuler""}",On the Edge,Limited Edition,Betelguesan,Betelguesan
9ac2de8c-9af7-4427-b36c-88f24c1dd398,third-party-document,"[""on-the-edge_limited-edition_bitter-&-herb""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bitter & Herb"", ""item_name"": ""Bitter & Herb"", ""name_printed"": ""Bitter & Herb"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""38"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Bitter & Herb,Bitter & Herb
31e9f8a2-192d-4fb6-ade7-99e48fabf1c8,third-party-document,"[""on-the-edge_limited-edition_blackmail""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Blackmail"", ""item_name"": ""Blackmail"", ""name_printed"": ""Blackmail"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""39"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Blackmail,Blackmail
09ce7f3c-9a83-45ed-9a28-3675fc0fa782,third-party-document,"[""on-the-edge_limited-edition_avan-bloodlord""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Avan Bloodlord"", ""item_name"": ""Avan Bloodlord"", ""name_printed"": ""Avan Bloodlord"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""40"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Avan Bloodlord,Avan Bloodlord
0db396c0-8428-4e55-a8af-45da6883e4f9,third-party-document,"[""on-the-edge_limited-edition_bloodlust""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bloodlust"", ""item_name"": ""Bloodlust"", ""name_printed"": ""Bloodlust"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""41"", ""artist_name_provided"": ""Raupp""}",On the Edge,Limited Edition,Bloodlust,Bloodlust
39e7f4ac-cba3-483b-89ab-bbde0525bc49,third-party-document,"[""on-the-edge_limited-edition_body-double""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Body Double"", ""item_name"": ""Body Double"", ""name_printed"": ""Body Double"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""42"", ""artist_name_provided"": ""Barber""}",On the Edge,Limited Edition,Body Double,Body Double
d84adf84-205f-4a5a-a313-06c9b2e1282a,third-party-document,"[""on-the-edge_limited-edition_aurora-bolt""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Aurora Bolt"", ""item_name"": ""Aurora Bolt"", ""name_printed"": ""Aurora Bolt"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""43"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Aurora Bolt,Aurora Bolt
9793e772-aef6-4bdd-83f7-e423b0a19554,third-party-document,"[""on-the-edge_limited-edition_mikhail-borisov""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mikhail Borisov"", ""item_name"": ""Mikhail Borisov"", ""name_printed"": ""Mikhail Borisov"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""44"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Mikhail Borisov,Mikhail Borisov
046f0d7e-2ce1-4508-9e61-43c00619da34,third-party-document,"[""on-the-edge_limited-edition_break-bones""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Break-Bones"", ""item_name"": ""Break-Bones"", ""name_printed"": ""Break-Bones"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""45"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Break-Bones,Break-Bones
e3d42a69-f8d9-473e-ae45-3638abfa170f,third-party-document,"[""on-the-edge_limited-edition_breakage""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Breakage"", ""item_name"": ""Breakage"", ""name_printed"": ""Breakage"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""46"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Breakage,Breakage
1545d4b1-8a08-47d4-9e50-03a251ee4a85,third-party-document,"[""on-the-edge_limited-edition_lino-briazzi""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Lino Briazzi"", ""item_name"": ""Lino Briazzi"", ""name_printed"": ""Lino Briazzi"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""47"", ""artist_name_provided"": ""Snyder""}",On the Edge,Limited Edition,Lino Briazzi,Lino Briazzi
f5788059-da57-4af4-a435-3ed509a1e621,third-party-document,"[""on-the-edge_limited-edition_bull-beater""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bull-Beater"", ""item_name"": ""Bull-Beater"", ""name_printed"": ""Bull-Beater"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""48"", ""artist_name_provided"": ""Shuler""}",On the Edge,Limited Edition,Bull-Beater,Bull-Beater
7e472c09-e288-4e6e-8a24-8cf852df901b,third-party-document,"[""on-the-edge_limited-edition_bystander-effect""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Bystander Effect"", ""item_name"": ""Bystander Effect"", ""name_printed"": ""Bystander Effect"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""49"", ""artist_name_provided"": ""O'Connor""}",On the Edge,Limited Edition,Bystander Effect,Bystander Effect
33de2e0a-4018-4ae4-88b1-97077d320275,third-party-document,"[""on-the-edge_limited-edition_gemma-candiru""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Gemma Candiru"", ""item_name"": ""Gemma Candiru"", ""name_printed"": ""Gemma Candiru"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""50"", ""artist_name_provided"": ""Dannheiser""}",On the Edge,Limited Edition,Gemma Candiru,Gemma Candiru
a54b114d-1ffd-4e72-b1a7-49f363b8171c,third-party-document,"[""on-the-edge_limited-edition_james-r.-cartwright""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""James R. Cartwright"", ""item_name"": ""James R. Cartwright"", ""name_printed"": ""James R. Cartwright"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""51"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,James R. Cartwright,James R. Cartwright
c4ea3217-fd7b-457f-afcc-3bd5cb1d0288,third-party-document,"[""on-the-edge_limited-edition_ricardo-cerdo""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Ricardo Cerdo"", ""item_name"": ""Ricardo Cerdo"", ""name_printed"": ""Ricardo Cerdo"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""52"", ""artist_name_provided"": ""Olson""}",On the Edge,Limited Edition,Ricardo Cerdo,Ricardo Cerdo
a5cb9a42-17ba-41cc-9285-0cd3b969af06,third-party-document,"[""on-the-edge_limited-edition_roger-chalk""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Roger Chalk"", ""item_name"": ""Roger Chalk"", ""name_printed"": ""Roger Chalk"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""53"", ""artist_name_provided"": ""Olson""}",On the Edge,Limited Edition,Roger Chalk,Roger Chalk
a5d47872-edcd-4686-a4b0-9e7bf07a150d,third-party-document,"[""on-the-edge_limited-edition_charisma""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Charisma"", ""item_name"": ""Charisma"", ""name_printed"": ""Charisma"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""54"", ""artist_name_provided"": ""Ferguson""}",On the Edge,Limited Edition,Charisma,Charisma
1740a5fd-e186-4dac-b5a5-3f453eddb3b3,third-party-document,"[""on-the-edge_limited-edition_chikutorpl""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Chikutorpl"", ""item_name"": ""Chikutorpl"", ""name_printed"": ""Chikutorpl"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""55"", ""artist_name_provided"": ""Lancaster""}",On the Edge,Limited Edition,Chikutorpl,Chikutorpl
f2861895-7a4b-41c0-b8d5-f4e534561289,third-party-document,"[""on-the-edge_limited-edition_mihaly-cieznick""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mihaly Cieznick"", ""item_name"": ""Mihaly Cieznick"", ""name_printed"": ""Mihaly Cieznick"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""56"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Mihaly Cieznick,Mihaly Cieznick
477cf393-6ad8-4198-a18e-65678e9df2d1,third-party-document,"[""on-the-edge_limited-edition_cloak-ambush""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Cloak Ambush"", ""item_name"": ""Cloak Ambush"", ""name_printed"": ""Cloak Ambush"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""57"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,Cloak Ambush,Cloak Ambush
6cff3ae4-2a3d-43cd-8f01-8a338d7464fd,third-party-document,"[""on-the-edge_limited-edition_cloak-hit""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Cloak Hit"", ""item_name"": ""Cloak Hit"", ""name_printed"": ""Cloak Hit"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""58"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,Cloak Hit,Cloak Hit
