id,source,images,attributes,game,set,functional_name,item_name
b77de0e1-f0bc-4301-8dad-5c7bab164538,item,"[""rage_limited-edition_bron-mac-fionn_obverse"", ""rage_limited-edition_bron-mac-fionn_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Bron Mac Fionn"", ""item_name"": ""Bron Mac Fionn"", ""name_printed"": ""Bron Mac Fionn"", ""release_date"": ""1995-05"", ""rarity"": ""Rare"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""10"", ""tribe"": ""Fianna"", ""auspice"": ""Galliard"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""9"", ""starting_health"": ""4"", ""battle_rage"": ""8"", ""battle_gnosis"": ""9"", ""battle_health"": ""10"", ""text_printed"": ""Once per game, Bron can stop any moot in progress. The moot card is immediately discarded. "", ""artist_name_printed"": ""Mike Dringenburg""}",Rage,Limited Edition,Bron Mac Fionn,Bron Mac Fionn
c9b0357e-d5e8-4f67-a56c-47447ca2de9e,item,"[""rage_limited-edition_buggerhead_obverse"", ""rage_limited-edition_buggerhead_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Buggerhead"", ""item_name"": ""Buggerhead"", ""name_printed"": ""Buggerhead"", ""release_date"": ""1995-05"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""6"", ""tribe"": ""Bone Gnawers"", ""auspice"": ""Ragabash"", ""breed_form"": ""Lupus"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""6"", ""starting_health"": ""3"", ""battle_rage"": ""5"", ""battle_gnosis"": ""6"", ""battle_health"": ""5"", ""text_printed"": ""While in play, Buggerhead allows you to discard and redraw any 1 sept card at the end of your normal Redraw Phase."", ""artist_name_printed"": ""Stuart P. Beel""}",Rage,Limited Edition,Buggerhead,Buggerhead
8de4ad31-0d3e-4c0a-83f0-9cae88634829,item,"[""rage_limited-edition_carla-grimsson_obverse"", ""rage_limited-edition_carla-grimsson_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Carla Grimsson"", ""item_name"": ""Carla Grimsson"", ""name_printed"": ""Carla Grimsson"", ""release_date"": ""1995-05"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""7"", ""tribe"": ""Get of Fenris"", ""auspice"": ""Philodox"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""3"", ""starting_gnosis"": ""8"", ""starting_health"": ""3"", ""battle_rage"": ""6"", ""battle_gnosis"": ""8"", ""battle_health"": ""8"", ""text_printed"": ""If a moot called by Carla's pack does not pass, she shifts to Crinos and must be alpha for that turn's Combat Phase."", ""artist_name_printed"": ""Mark Jackson""}",Rage,Limited Edition,Carla Grimsson,Carla Grimsson
fa7a6e0f-a549-4fd0-8819-1911c4b2155f,item,"[""rage_limited-edition_carleson-ruah_obverse"", ""rage_limited-edition_carleson-ruah_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Carleson Ruah"", ""item_name"": ""Carleson Ruah"", ""name_printed"": ""Carleson Ruah"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""4"", ""tribe"": ""Shadow Lords"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""4"", ""starting_health"": ""1"", ""battle_rage"": ""4"", ""battle_gnosis"": ""4"", ""battle_health"": ""4"", ""text_printed"": ""Carleson can interrupt another alpha's action to allow his pack's alpha to act first, as long as Carleson's alpha attacks a Wyrm creature."", ""artist_name_printed"": ""Drew Tucker""}",Rage,Limited Edition,Carleson Ruah,Carleson Ruah
0bd751d5-635b-4c4f-9f85-03f655e0aa6c,item,"[""rage_limited-edition_cernonous_obverse"", ""rage_limited-edition_cernonous_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Cernonous"", ""item_name"": ""Cernonous"", ""name_printed"": ""Cernonous"", ""release_date"": ""1995-05"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""6"", ""tribe"": ""Children of Gaia"", ""auspice"": ""Theurge"", ""breed_form"": ""Metis"", ""battle_form"": ""Metis"", ""starting_rage"": ""5"", ""starting_gnosis"": ""7"", ""starting_health"": ""7"", ""battle_rage"": ""5"", ""battle_gnosis"": ""7"", ""battle_health"": ""7"", ""text_printed"": ""Cernonous is considered -1 Renown for moot voting due to his metis disfigurement."", ""artist_name_printed"": ""Stuart P. Beel""}",Rage,Limited Edition,Cernonous,Cernonous
14e48226-5f59-4feb-b061-ef6e085ba35f,item,"[""rage_limited-edition_charging-bull_obverse"", ""rage_limited-edition_charging-bull_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Charging Bull"", ""item_name"": ""Charging Bull"", ""name_printed"": ""Charging Bull"", ""release_date"": ""1995-05"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""7"", ""tribe"": ""Wendigo"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""3"", ""starting_gnosis"": ""6"", ""starting_health"": ""4"", ""battle_rage"": ""8"", ""battle_gnosis"": ""6"", ""battle_health"": ""7"", ""text_printed"": ""No character of higher Renown than Charging Bull can refuse his challenges."", ""artist_name_printed"": ""Richard Kane Ferguson""}",Rage,Limited Edition,Charging Bull,Charging Bull
4106fbfb-2296-45f7-9f31-557a5d6ee66d,item,"[""rage_limited-edition_crick-rumwrangler_obverse"", ""rage_limited-edition_crick-rumwrangler_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Crick Rumwrangler"", ""item_name"": ""Crick Rumwrangler"", ""name_printed"": ""Crick Rumwrangler"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""4"", ""tribe"": ""Bone Gnawers"", ""auspice"": ""Philodox"", ""breed_form"": ""Lupus"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""6"", ""starting_health"": ""2"", ""battle_rage"": ""3"", ""battle_gnosis"": ""6"", ""battle_health"": ""4"", ""text_printed"": ""Crick has gained notoriety for battling the Wyrm in the Amazon jungle."", ""artist_name_printed"": ""John Bridges""}",Rage,Limited Edition,Crick Rumwrangler,Crick Rumwrangler
5295449f-cfca-4eab-baf9-109a8189b56f,item,"[""rage_limited-edition_dharma-bum_obverse"", ""rage_limited-edition_dharma-bum_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Dharma Bum"", ""item_name"": ""Dharma Bum"", ""name_printed"": ""Dharma Bum"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""1"", ""tribe"": ""Bone Gnawers"", ""auspice"": ""Galliard"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""2"", ""starting_health"": ""1"", ""battle_rage"": ""1"", ""battle_gnosis"": ""2"", ""battle_health"": ""2"", ""text_printed"": ""Dharma's rapping and howling cause all opponents fighting him in combat to lose 2 Gnosis. / Dharma's rapping and howling cause all opponents to suffer -2 Gnosis while in combat with him."", ""artist_name_printed"": ""Jason Felix, Lawrence Snelly""}",Rage,Limited Edition,Dharma Bum,Dharma Bum
d305cc59-9b72-46ea-af78-b5b9283498e6,item,"[""rage_limited-edition_diem_obverse"", ""rage_limited-edition_diem_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Diem"", ""item_name"": ""Diem"", ""name_printed"": ""Diem"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""1"", ""tribe"": ""Children of Gaia"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""2"", ""starting_health"": ""1"", ""battle_rage"": ""1"", ""battle_gnosis"": ""2"", ""battle_health"": ""2"", ""text_printed"": ""Once per game, Diem can interrupt the vote on one moot and delay it until next turn. Voting begins next Moot Phase."", ""artist_name_printed"": ""Lawrence Allen Williams""}",Rage,Limited Edition,Diem,Diem
77c0c870-a736-494a-89f9-ee5d9b6e2b03,item,"[""rage_limited-edition_eater-of-bears_obverse"", ""rage_limited-edition_eater-of-bears_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Eater-of-Bears"", ""item_name"": ""Eater-of-Bears"", ""name_printed"": ""Eater-of-Bears"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""2"", ""tribe"": ""Red Talons"", ""auspice"": ""Ragabash"", ""breed_form"": ""Lupus"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""2"", ""starting_health"": ""1"", ""battle_rage"": ""3"", ""battle_gnosis"": ""2"", ""battle_health"": ""3"", ""text_printed"": ""Eater-of-Bears has +2 Rage whenever she fights a character in Homid form or a human ally."", ""artist_name_printed"": ""James Daley"", ""artist_name_normalized"": ""James Daly""}",Rage,Limited Edition,Eater-of-Bears,Eater-of-Bears
d041e3aa-897d-4175-a35b-a9a169fb25aa,item,"[""rage_limited-edition_edgewalker_obverse"", ""rage_limited-edition_edgewalker_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Edgewalker"", ""item_name"": ""Edgewalker"", ""name_printed"": ""Edgewalker"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""3"", ""tribe"": ""Shadow Lords"", ""auspice"": ""Theurge"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""5"", ""starting_health"": ""1"", ""battle_rage"": ""2"", ""battle_gnosis"": ""5"", ""battle_health"": ""2"", ""text_printed"": ""Edgewalker is ever wary of Grandfather Thunder's dark omens."", ""artist_name_printed"": ""Drew Tucker""}",Rage,Limited Edition,Edgewalker,Edgewalker
6d52391e-c253-475c-be27-8deecd01a894,item,"[""rage_limited-edition_evan-heals-the-past-(renown-3)_obverse"", ""rage_limited-edition_evan-heals-the-past-(renown-3)_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Evan Heals-the-Past (Renown 3)"", ""item_name"": ""Evan Heals-the-Past (Renown 3)"", ""name_printed"": ""Evan Heals-the-Past"", ""functional_disambiguator"": ""Renown 3"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""3"", ""tribe"": ""Wendigo"", ""auspice"": ""Philodox"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""4"", ""starting_health"": ""2"", ""battle_rage"": ""3"", ""battle_gnosis"": ""4"", ""battle_health"": ""3"", ""text_printed"": ""Evan has only recently joined the Garou, but has quickly distinguished himself as an arbitrator and peacemaker."", ""artist_name_printed"": ""Tony Diterlizzi""}",Rage,Limited Edition,Evan Heals-the-Past (Renown 3),Evan Heals-the-Past (Renown 3)
1d3967c5-3b06-4286-ab81-c8e1778a1e14,item,"[""rage_limited-edition_eyes-of-frost_obverse"", ""rage_limited-edition_eyes-of-frost_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Eyes-of-Frost"", ""item_name"": ""Eyes-of-Frost"", ""name_printed"": ""Eyes-of-Frost"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""2"", ""tribe"": ""Wendigo"", ""auspice"": ""Theurge"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""3"", ""starting_health"": ""2"", ""battle_rage"": ""1"", ""battle_gnosis"": ""3"", ""battle_health"": ""3"", ""text_printed"": ""Eyes-of-Frost can banish a Pack Totem card, but then cannot use Gifts for the rest of the game."", ""artist_name_printed"": ""John Bridges""}",Rage,Limited Edition,Eyes-of-Frost,Eyes-of-Frost
9bb227ae-c6d7-4bd1-8a53-254b9822ca5c,item,"[""rage_limited-edition_fang-jumper_obverse"", ""rage_limited-edition_fang-jumper_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Fang Jumper"", ""item_name"": ""Fang Jumper"", ""name_printed"": ""Fang Jumper"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""1"", ""tribe"": ""Get of Fenris"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""2"", ""starting_health"": ""1"", ""battle_rage"": ""1"", ""battle_gnosis"": ""2"", ""battle_health"": ""2"", ""text_printed"": ""If Fang Jumper's pack alpha is Get of Fenris, Fang Jumper may join the alpha in pack defense at any time."", ""artist_name_printed"": ""Jeff Rebner, Lawrence Snelly""}",Rage,Limited Edition,Fang Jumper,Fang Jumper
9079243f-4386-41ed-9cc0-e27ebf9b3d28,item,"[""rage_limited-edition_gere-hunts-the-hunters_obverse"", ""rage_limited-edition_gere-hunts-the-hunters_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Gere Hunts-the-Hunters"", ""item_name"": ""Gere Hunts-the-Hunters"", ""name_printed"": ""Gere Hunts-the-Hunters"", ""release_date"": ""1995-05"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""7"", ""tribe"": ""Get of Fenris"", ""auspice"": ""Ahroun"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""4"", ""starting_health"": ""5"", ""battle_rage"": ""8"", ""battle_gnosis"": ""4"", ""battle_health"": ""10"", ""text_printed"": ""Gere's pelt has a scar fetish, which gives him strong health. Any Garou who kills Gere can wear his pelt and gain +2 Health, but will suffer -4 Renown."", ""artist_name_printed"": ""Ron Spencer""}",Rage,Limited Edition,Gere Hunts-the-Hunters,Gere Hunts-the-Hunters
12d26898-84a1-429f-94aa-0974f75bd370,item,"[""rage_limited-edition_gesar_obverse"", ""rage_limited-edition_gesar_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Gesar"", ""item_name"": ""Gesar"", ""name_printed"": ""Gesar"", ""release_date"": ""1995-05"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""5"", ""tribe"": ""Stargazers"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""8"", ""starting_health"": ""2"", ""battle_rage"": ""4"", ""battle_gnosis"": ""8"", ""battle_health"": ""5"", ""text_printed"": ""If Gesar is your alpha, he is considered Renown 2 for the purposes of taking his alpha action."", ""artist_name_printed"": ""Jeff Miracola""}",Rage,Limited Edition,Gesar,Gesar
17dcec9b-e9db-488e-8065-117c97cc02a5,item,"[""rage_limited-edition_golgol-fangs-first_obverse"", ""rage_limited-edition_golgol-fangs-first_reverse""]","{""game"": ""Rage"", ""set"": ""Limited Edition"", ""functional_name"": ""Golgol Fangs-First"", ""item_name"": ""Golgol Fangs-First"", ""name_printed"": ""Golgol Fangs-First"", ""release_date"": ""1995-05"", ""rarity"": ""Rare"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""10"", ""tribe"": ""Get of Fenris"", ""auspice"": ""Ahroun"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""3"", ""starting_gnosis"": ""7"", ""starting_health"": ""5"", ""battle_rage"": ""10"", ""battle_gnosis"": ""7"", ""battle_health"": ""10"", ""text_printed"": ""Golgol draws 1 extra combat card for any attack or defense he assists."", ""artist_name_printed"": ""Matt Haley, Tom Simmons, Larry Snelly"", ""artist_name_normalized"": ""Matt Haley, Tom Simmons, Lawrence Snelly""}",Rage,Limited Edition,Golgol Fangs-First,Golgol Fangs-First
